n,x,y,z,steps,solved,run_id
47041,,,,5000000,False,05b0f630f0dc
47089,,,,5000000,False,05b0f630f0dc
47161,,,,5000000,False,05b0f630f0dc
47281,,,,5000000,False,05b0f630f0dc
47353,,,,5000000,False,05b0f630f0dc
47521,,,,5000000,False,05b0f630f0dc
47569,,,,5000000,False,05b0f630f0dc
47593,,,,5000000,False,05b0f630f0dc
47689,,,,5000000,False,05b0f630f0dc
47713,,,,5000000,False,05b0f630f0dc
47761,,,,5000000,False,05b0f630f0dc
47809,,,,5000000,False,05b0f630f0dc
47833,,,,5000000,False,05b0f630f0dc
47881,,,,5000000,False,05b0f630f0dc
47953,,,,5000000,False,05b0f630f0dc
48193,,,,5000000,False,05b0f630f0dc
48241,,,,5000000,False,05b0f630f0dc
48289,,,,5000000,False,05b0f630f0dc
48409,,,,5000000,False,05b0f630f0dc
48649,,,,5000000,False,05b0f630f0dc
48673,,,,5000000,False,05b0f630f0dc
49009,,,,5000000,False,05b0f630f0dc
49081,,,,5000000,False,05b0f630f0dc
49153,,,,5000000,False,05b0f630f0dc
49201,,,,5000000,False,05b0f630f0dc
49273,,,,5000000,False,05b0f630f0dc
49369,,,,5000000,False,05b0f630f0dc
49513,,,,5000000,False,05b0f630f0dc
49609,,,,5000000,False,05b0f630f0dc
49633,,,,5000000,False,05b0f630f0dc
49681,,,,5000000,False,05b0f630f0dc
49729,,,,5000000,False,05b0f630f0dc
49801,,,,5000000,False,05b0f630f0dc
49921,,,,5000000,False,05b0f630f0dc
